,PK,ON_ID,PR_ID,CU_ID,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,DEALSIZE
1383,10287_17,ON117,ON53,CU70,10287,34,126.47999999999999,17,4300.32,Shipped,Medium
1384,10299_2,ON17,ON53,CU17,10299,49,162.19,2,7947.31,Shipped,Large
1385,10310_15,ON119,ON53,CU69,10310,40,133.92000000000002,15,5356.8,Shipped,Medium
1386,10319_3,ON150,ON53,CU80,10319,45,175.58,3,7901.1,Shipped,Large
1387,10330_4,ON273,ON53,CU67,10330,50,122.02,4,6101.0,Shipped,Medium
1388,10342_11,ON188,ON53,CU11,10342,38,165.17,11,6276.46,Shipped,Medium
1389,10355_2,ON274,ON53,CU24,10355,25,168.14,2,4203.5,Shipped,Medium
1390,10363_13,ON121,ON53,CU74,10363,28,58.18,13,1629.04,Shipped,Small
1391,10378_8,ON221,ON53,CU24,10378,49,67.14,8,3289.86,Shipped,Medium
1392,10390_3,ON191,ON53,CU40,10390,49,140.06,3,6862.94,Shipped,Medium
1393,10110_9,ON211,ON54,CU78,10110,42,61.29,9,2574.18,Shipped,Small
1394,10124_8,ON238,ON54,CU85,10124,23,57.73,8,1327.79,Shipped,Small
1395,10148_2,ON180,ON54,CU43,10148,29,81.25,2,2356.25,Shipped,Small
1396,10161_1,ON181,ON54,CU79,10161,25,80.54,1,2013.5,Shipped,Small
1397,10173_15,ON199,ON54,CU87,10173,39,71.97999999999999,15,2807.22,Shipped,Small
1398,10182_12,ON200,ON54,CU40,10182,44,69.84,12,3072.96,Shipped,Medium
1399,10193_16,ON201,ON54,CU88,10193,25,76.26,16,1906.5,Shipped,Small
1400,10204_6,ON183,ON54,CU75,10204,45,76.25999999999999,6,3431.7,Shipped,Medium
1401,10213_2,ON282,ON54,CU53,10213,25,83.39,2,2084.75,Shipped,Small
1402,10227_12,ON203,ON54,CU31,10227,37,57.730000000000004,12,2136.01,Shipped,Small
1403,10241_4,ON216,ON54,CU84,10241,30,66.99,4,2009.7,Shipped,Small
1404,10267_1,ON284,ON54,CU75,10267,36,75.55000000000001,1,2719.8,Shipped,Small
1405,10279_1,ON285,ON54,CU24,10279,26,60.58,1,1575.08,Shipped,Small
1406,10288_7,ON217,ON54,CU66,10288,23,73.41,7,1688.43,Shipped,Small
1407,10302_3,ON240,ON54,CU23,10302,23,72.7,3,1672.1,Shipped,Small
1408,10311_2,ON218,ON54,CU24,10311,25,66.99,2,1674.75,Shipped,Small
1409,10332_3,ON207,ON54,CU78,10332,21,165.38,3,3472.98,Shipped,Medium
1410,10344_5,ON241,ON54,CU68,10344,26,63.43,5,1649.18,Shipped,Small
1411,10367_9,ON220,ON54,CU4,10367,44,85.25,9,3751.0,Resolved,Medium
1412,10380_2,ON209,ON54,CU24,10380,24,189.0,2,4536.0,Shipped,Medium
1413,10407_4,ON222,ON54,CU62,10407,66,66.99000000000001,4,4421.34,On Hold,Medium
1414,10420_7,ON243,ON54,CU21,10420,36,57.730000000000004,7,2078.28,In Process,Small
1415,10110_13,ON211,ON55,CU78,10110,36,85.25,13,3069.0,Shipped,Medium
1416,10124_12,ON238,ON55,CU85,10124,22,77.89999999999999,12,1713.8,Shipped,Small
1417,10148_6,ON180,ON55,CU43,10148,25,60.26,6,1506.5,Shipped,Small
1418,10161_5,ON181,ON55,CU79,10161,37,72.75999999999999,5,2692.12,Shipped,Small
1419,10172_3,ON214,ON55,CU14,10172,32,75.69,3,2422.08,Shipped,Small
1420,10182_16,ON200,ON55,CU40,10182,47,74.22,16,3488.34,Shipped,Medium
1421,10192_4,ON173,ON55,CU41,10192,37,69.82000000000001,4,2583.34,Shipped,Small
1422,10204_10,ON183,ON55,CU75,10204,20,62.470000000000006,10,1249.4,Shipped,Small
1423,10212_3,ON158,ON55,CU24,10212,41,82.31,3,3374.71,Shipped,Medium
1424,10226_1,ON215,ON55,CU56,10226,21,60.260000000000005,1,1265.46,Shipped,Small
1425,10241_8,ON216,ON55,CU84,10241,22,76.43,8,1681.46,Shipped,Small
1426,10267_5,ON284,ON55,CU75,10267,40,80.1,5,3204.0,Shipped,Medium
1427,10279_5,ON285,ON55,CU24,10279,32,74.96,5,2398.72,Shipped,Small
1428,10288_11,ON217,ON55,CU66,10288,36,66.14,11,2381.04,Shipped,Small
1429,10301_1,ON186,ON55,CU86,10301,27,72.02,1,1944.54,Shipped,Small
1430,10311_6,ON218,ON55,CU24,10311,26,87.44999999999999,6,2273.7,Shipped,Small
1431,10321_3,ON176,ON55,CU22,10321,30,70.55,3,2116.5,Shipped,Small
1432,10332_4,ON207,ON55,CU78,10332,23,56.839999999999996,4,1307.32,Shipped,Small
1433,10344_7,ON241,ON55,CU68,10344,29,59.529999999999994,7,1726.37,Shipped,Small
1434,10367_10,ON220,ON55,CU4,10367,21,60.37,10,1267.77,Resolved,Small
1435,10380_3,ON209,ON55,CU24,10380,34,101.23,3,3441.82,Shipped,Medium
1436,10407_8,ON222,ON55,CU62,10407,26,76.43,8,1987.18,On Hold,Small
1437,10420_11,ON243,ON55,CU21,10420,60,64.67,11,3880.2,In Process,Medium
1438,10104_6,ON151,ON56,CU24,10104,35,55.49,6,1942.15,Shipped,Small
1439,10115_2,ON163,ON56,CU28,10115,47,69.36,2,3259.92,Shipped,Medium
1440,10127_8,ON125,ON56,CU75,10127,20,60.69,8,1213.8,Shipped,Small
1441,10141_2,ON164,ON56,CU74,10141,20,54.33,2,1086.6,Shipped,Small
1442,10152_4,ON281,ON56,CU29,10152,25,65.31,4,1632.75,Shipped,Small
1443,10165_9,ON128,ON56,CU27,10165,25,69.36,9,1734.0,Shipped,Small
1444,10176_8,ON129,ON56,CU71,10176,27,68.78,8,1857.06,Shipped,Small
1445,10184_3,ON166,ON56,CU82,10184,31,60.11,3,1863.41,Shipped,Small
1446,10195_3,ON167,ON56,CU48,10195,44,66.47,3,2924.68,Shipped,Small
1447,10207_4,ON94,ON56,CU65,10207,49,46.81999999999999,4,2294.18,Shipped,Small
1448,10220_8,ON133,ON56,CU76,10220,26,56.07,8,1457.82,Shipped,Small
1449,10230_6,ON152,ON56,CU73,10230,36,54.330000000000005,6,1955.88,Shipped,Small
1450,10246_2,ON169,ON56,CU24,10246,44,52.6,2,2314.4,Shipped,Small
1451,10259_1,ON97,ON56,CU66,10259,28,46.82,1,1310.96,Shipped,Small
1452,10271_2,ON170,ON56,CU40,10271,45,64.74000000000001,2,2913.3,Shipped,Small
1453,10282_11,ON137,ON56,CU40,10282,29,46.82,11,1357.78,Shipped,Small
1454,10292_5,ON171,ON56,CU1,10292,40,53.75,5,2150.0,Shipped,Small
1455,10305_2,ON99,ON56,CU16,10305,45,61.85,2,2783.25,Shipped,Small
1456,10314_11,ON140,ON56,CU79,10314,44,53.18,11,2339.92,Shipped,Small
1457,10324_14,ON153,ON56,CU12,10324,25,69.16,14,1729.0,Shipped,Small
1458,10336_4,ON141,ON56,CU63,10336,45,132.72,4,5972.4,Shipped,Medium
1459,10349_4,ON160,ON56,CU75,10349,48,47.4,4,2275.2,Shipped,Small
1460,10358_14,ON154,ON56,CU24,10358,44,60.76,14,2673.44,Shipped,Small
1461,10371_12,ON143,ON56,CU40,10371,25,97.27,12,2431.75,Shipped,Small
1462,10383_2,ON246,ON56,CU24,10383,22,91.76,2,2018.72,Shipped,Small
1463,10394_2,ON267,ON56,CU24,10394,31,50.29,2,1558.99,Shipped,Small
1464,10412_2,ON172,ON56,CU24,10412,21,52.599999999999994,2,1104.6,Shipped,Small
1465,10425_1,ON103,ON56,CU15,10425,55,46.82,1,2575.1,In Process,Small
1466,10107_3,ON1,ON57,CU1,10107,25,113.83,3,2845.75,Shipped,Small
1467,10120_1,ON55,ON57,CU11,10120,35,98.05,1,3431.75,Shipped,Medium
1468,10134_3,ON3,ON57,CU3,10134,35,93.54,3,3273.9,Shipped,Medium
1469,10145_7,ON4,ON57,CU4,10145,43,95.8,7,4119.4,Shipped,Medium
1470,10159_15,ON5,ON57,CU5,10159,44,121.72000000000001,15,5355.68,Shipped,Medium
1471,10168_2,ON6,ON57,CU6,10168,50,114.95,2,5747.5,Shipped,Medium
1472,10180_10,ON7,ON57,CU7,10180,48,111.57,10,5355.36,Shipped,Medium
1473,10188_2,ON8,ON57,CU8,10188,25,101.43,2,2535.75,Shipped,Small
1474,10201_3,ON9,ON57,CU9,10201,39,111.57,3,4351.23,Shipped,Medium
1475,10211_15,ON10,ON57,CU10,10211,25,90.16,15,2254.0,Shipped,Small
1476,10223_2,ON11,ON57,CU11,10223,32,91.29,2,2921.28,Shipped,Small
1477,10237_8,ON12,ON57,CU12,10237,20,114.95,8,2299.0,Shipped,Small
1478,10251_3,ON13,ON57,CU13,10251,26,101.42999999999999,3,2637.18,Shipped,Small
1479,10263_3,ON14,ON57,CU14,10263,42,102.56000000000002,3,4307.52,Shipped,Medium
1480,10275_2,ON15,ON57,CU15,10275,21,102.56000000000002,2,2153.76,Shipped,Small
1481,10285_7,ON16,ON57,CU16,10285,34,109.32000000000001,7,3716.88,Shipped,Medium
1482,10299_10,ON17,ON57,CU17,10299,47,116.08,10,5455.76,Shipped,Medium
1483,10309_6,ON18,ON57,CU18,10309,21,126.22,6,2650.62,Shipped,Small
1484,10318_2,ON19,ON57,CU19,10318,48,134.10999999999999,2,6437.28,Shipped,Medium
1485,10329_7,ON20,ON57,CU1,10329,30,87.78,7,2633.4,Shipped,Small
1486,10339_10,ON60,ON57,CU36,10339,27,84.39,10,2278.53,Shipped,Small
1487,10362_2,ON63,ON57,CU6,10362,50,96.92,2,4846.0,Shipped,Medium
1488,10374_6,ON61,ON57,CU29,10374,38,110.45,6,4197.1,Shipped,Medium
1489,10389_1,ON122,ON57,CU38,10389,45,102.16999999999999,1,4597.65,Shipped,Medium
1490,10403_8,ON25,ON57,CU23,10403,46,114.95,8,5287.7,Shipped,Medium
1491,10417_3,ON26,ON57,CU24,10417,35,101.43,3,3550.05,Disputed,Medium
1492,10110_15,ON211,ON58,CU78,10110,29,59.37,15,1721.73,Shipped,Small
1493,10123_1,ON212,ON58,CU47,10123,50,59.87,1,2993.5,Shipped,Small
1494,10137_1,ON213,ON58,CU2,10137,26,49.809999999999995,1,1295.06,Shipped,Small
1495,10148_8,ON180,ON58,CU43,10148,47,56.849999999999994,8,2671.95,Shipped,Small
1496,10161_7,ON181,ON58,CU79,10161,23,53.33,7,1226.59,Shipped,Small
1497,10172_5,ON214,ON58,CU14,10172,34,42.76,5,1453.84,Shipped,Small
1498,10181_1,ON109,ON58,CU8,10181,34,53.83,1,1830.22,Shipped,Small
1499,10192_6,ON173,ON58,CU41,10192,47,53.830000000000005,6,2530.01,Shipped,Small
1500,10204_12,ON183,ON58,CU75,10204,45,49.809999999999995,12,2241.45,Shipped,Small
1501,10212_5,ON158,ON58,CU24,10212,45,53.33,5,2399.85,Shipped,Small
1502,10226_3,ON215,ON58,CU56,10226,36,43.27,3,1557.72,Shipped,Small
1503,10241_10,ON216,ON58,CU84,10241,21,40.25,10,845.25,Shipped,Small
1504,10266_1,ON115,ON58,CU71,10266,28,48.300000000000004,1,1352.4,Shipped,Small
1505,10278_1,ON185,ON58,CU85,10278,35,45.28,1,1584.8,Shipped,Small
1506,10288_13,ON217,ON58,CU66,10288,50,52.32,13,2616.0,Shipped,Small
1507,10301_3,ON186,ON58,CU86,10301,22,51.32,3,1129.04,Shipped,Small
1508,10311_8,ON218,ON58,CU24,10311,45,49.3,8,2218.5,Shipped,Small
1509,10321_5,ON176,ON58,CU22,10321,48,42.26,5,2028.48,Shipped,Small
1510,10332_5,ON207,ON58,CU78,10332,20,87.96000000000001,5,1759.2,Shipped,Small
1511,10343_6,ON219,ON58,CU2,10343,27,36.21,6,977.67,Shipped,Small
1512,10367_11,ON220,ON58,CU4,10367,38,38.5,11,1463.0,Resolved,Small
1513,10379_3,ON242,ON58,CU24,10379,32,124.08,3,3970.56,Shipped,Medium
1514,10407_10,ON222,ON58,CU62,10407,64,40.25,10,2576.0,On Hold,Small
1515,10420_13,ON243,ON58,CU21,10420,37,60.370000000000005,13,2233.69,In Process,Small
1516,10106_4,ON223,ON59,CU87,10106,28,88.63,4,2481.64,Shipped,Small
1517,10120_10,ON55,ON59,CU11,10120,39,119.27,10,4651.53,Shipped,Medium
1518,10133_5,ON250,ON59,CU24,10133,41,94.1,5,3858.1,Shipped,Medium
1519,10145_16,ON4,ON59,CU4,10145,40,87.53999999999999,16,3501.6,Shipped,Medium
1520,10168_11,ON6,ON59,CU6,10168,49,131.29999999999998,11,6433.7,Shipped,Medium
1521,10210_9,ON56,ON59,CU45,10210,27,98.48,9,2658.96,Shipped,Small
1522,10223_11,ON11,ON59,CU11,10223,34,106.14,11,3608.76,Shipped,Medium
1523,10235_5,ON251,ON59,CU58,10235,23,96.29,5,2214.67,Shipped,Small
1524,10250_6,ON226,ON59,CU62,10250,31,88.63000000000001,6,2747.53,Shipped,Small
1525,10262_1,ON227,ON59,CU24,10262,34,97.38,1,3310.92,Cancelled,Medium
1526,10275_11,ON15,ON59,CU15,10275,25,95.2,11,2380.0,Shipped,Small
1527,10284_3,ON229,ON59,CU86,10284,22,105.04,3,2310.88,Shipped,Small
1528,10297_6,ON252,ON59,CU76,10297,32,126.93,6,4061.76,Shipped,Medium
1529,10308_9,ON59,ON59,CU48,10308,31,112.69999999999999,9,3493.7,Shipped,Medium
1530,10316_1,ON81,ON59,CU60,10316,25,114.89,1,2872.25,Shipped,Small
1531,10328_14,ON279,ON59,CU87,10328,47,87.54,14,4114.38,Shipped,Medium
1532,10339_7,ON60,ON59,CU36,10339,21,50.650000000000006,7,1063.65,Shipped,Small
1533,10353_2,ON253,ON59,CU89,10353,28,71.73,2,2008.44,Shipped,Small
1534,10374_3,ON61,ON59,CU29,10374,46,94.10000000000001,3,4328.6,Shipped,Medium
1535,10386_11,ON234,ON59,CU24,10386,33,41.71,11,1376.43,Resolved,Small
1536,10398_16,ON235,ON59,CU2,10398,43,129.12,16,5552.16,Shipped,Medium
1537,10401_5,ON254,ON59,CU13,10401,38,96.29,5,3659.02,On Hold,Medium
1538,10416_6,ON236,ON59,CU71,10416,47,88.63,6,4165.61,Shipped,Medium
1539,10101_3,ON247,ON60,CU73,10101,45,31.2,3,1404.0,Shipped,Small
1540,10110_3,ON211,ON60,CU78,10110,20,35.510000000000005,3,710.2,Shipped,Small
1541,10124_2,ON238,ON60,CU85,10124,45,37.839999999999996,2,1702.8,Shipped,Small
1542,10149_7,ON197,ON60,CU83,10149,36,33.19,7,1194.84,Shipped,Small
1543,10162_5,ON198,ON60,CU5,10162,37,27.22,5,1007.14,Shipped,Small
1544,10173_9,ON199,ON60,CU87,10173,31,31.529999999999998,9,977.43,Shipped,Small
1545,10182_6,ON200,ON60,CU40,10182,39,36.839999999999996,6,1436.76,Shipped,Small
1546,10193_10,ON201,ON60,CU88,10193,26,29.21,10,759.46,Shipped,Small
1547,10205_5,ON202,ON60,CU24,10205,32,37.17,5,1189.44,Shipped,Small
1548,10214_3,ON239,ON60,CU26,10214,20,34.19,3,683.8,Shipped,Small
1549,10227_6,ON203,ON60,CU31,10227,42,29.209999999999997,6,1226.82,Shipped,Small
1550,10243_1,ON248,ON60,CU65,10243,33,29.540000000000003,1,974.82,Shipped,Small
1551,10280_12,ON42,ON60,CU37,10280,20,28.880000000000003,12,577.6,Shipped,Small
1552,10288_1,ON217,ON60,CU66,10288,29,38.17,1,1106.93,Shipped,Small
1553,10304_16,ON44,ON60,CU39,10304,23,30.2,16,694.6,Shipped,Small
1554,10312_13,ON45,ON60,CU40,10312,39,29.54,13,1152.06,Shipped,Small
1555,10322_3,ON46,ON60,CU41,10322,20,131.2,3,2624.0,Shipped,Small
1556,10332_6,ON207,ON60,CU78,10332,45,81.91,6,3685.95,Shipped,Medium
1557,10344_6,ON241,ON60,CU68,10344,20,35.18,6,703.6,Shipped,Small
1558,10356_5,ON189,ON60,CU3,10356,48,202.5,5,9720.0,Shipped,Large
1559,10367_13,ON220,ON60,CU4,10367,23,36.29,13,834.67,Resolved,Small
1560,10380_4,ON209,ON60,CU24,10380,32,70.56,4,2257.92,Shipped,Small
1561,10391_8,ON52,ON60,CU43,10391,33,252.86999999999998,8,8344.71,Shipped,Large
1562,10409_1,ON249,ON60,CU66,10409,61,29.54,1,1801.94,Shipped,Small
1563,10420_1,ON243,ON60,CU21,10420,45,26.88,1,1209.6,In Process,Small
1564,10107_7,ON1,ON61,CU1,10107,38,83.03,7,3155.14,Shipped,Medium
1565,10120_5,ON55,ON61,CU11,10120,34,83.79,5,2848.86,Shipped,Small
1566,10134_7,ON3,ON61,CU3,10134,43,83.03,7,3570.29,Shipped,Medium
1567,10145_11,ON4,ON61,CU4,10145,47,83.03,11,3902.41,Shipped,Medium
1568,10158_1,ON286,ON61,CU18,10158,22,67.03,1,1474.66,Shipped,Small
1569,10168_6,ON6,ON61,CU6,10168,29,75.41,6,2186.89,Shipped,Small
1570,10180_14,ON7,ON61,CU7,10180,28,68.55,14,1919.4,Shipped,Small
1571,10188_6,ON8,ON61,CU8,10188,40,91.4,6,3656.0,Shipped,Medium
1572,10201_7,ON9,ON61,CU9,10201,25,73.88,7,1847.0,Shipped,Small
1573,10210_4,ON56,ON61,CU45,10210,30,61.7,4,1851.0,Shipped,Small
1574,10223_6,ON11,ON61,CU11,10223,38,69.31,6,2633.78,Shipped,Small
1575,10236_3,ON57,ON61,CU46,10236,36,87.6,3,3153.6,Shipped,Medium
1576,10250_1,ON226,ON61,CU62,10250,32,87.6,1,2803.2,Shipped,Small
1577,10263_7,ON14,ON61,CU14,10263,37,62.46,7,2311.02,Shipped,Small
1578,10275_6,ON15,ON61,CU15,10275,30,79.98,6,2399.4,Shipped,Small
1579,10285_11,ON16,ON61,CU16,10285,39,70.08,11,2733.12,Shipped,Small
1580,10297_1,ON252,ON61,CU76,10297,32,65.51,1,2096.32,Shipped,Small
1581,10308_4,ON59,ON61,CU48,10308,47,63.220000000000006,4,2971.34,Shipped,Small
1582,10318_6,ON19,ON61,CU19,10318,26,86.83,6,2257.58,Shipped,Small
1583,10329_4,ON20,ON61,CU1,10329,37,94.42999999999999,4,3493.91,Shipped,Medium
1584,10340_8,ON287,ON61,CU54,10340,55,79.97999999999999,8,4398.9,Shipped,Medium
1585,10363_8,ON121,ON61,CU74,10363,21,171.22,8,3595.62,Shipped,Medium
1586,10375_9,ON23,ON61,CU15,10375,23,106.23,9,2443.29,Shipped,Small
1587,10389_2,ON122,ON61,CU38,10389,49,81.39999999999999,2,3988.6,Shipped,Medium
1588,10402_3,ON62,ON61,CU10,10402,59,87.6,3,5168.4,Shipped,Medium
1589,10416_1,ON236,ON61,CU71,10416,32,87.6,1,2803.2,Shipped,Small
1590,10105_9,ON64,ON62,CU49,10105,43,147.47,9,6341.21,Shipped,Medium
1591,10117_3,ON124,ON62,CU27,10117,41,126.58,3,5189.78,Shipped,Medium
1592,10129_9,ON66,ON62,CU50,10129,45,133.95,9,6027.75,Shipped,Medium
1593,10142_6,ON126,ON62,CU40,10142,33,102.0,6,3366.0,Shipped,Medium
1594,10153_5,ON127,ON62,CU24,10153,40,136.41,5,5456.4,Shipped,Medium
1595,10167_16,ON69,ON62,CU38,10167,33,115.52,16,3812.16,Cancelled,Medium
1596,10177_7,ON264,ON62,CU77,10177,50,121.66,7,6083.0,Shipped,Medium
1597,10185_7,ON130,ON62,CU51,10185,30,105.69,7,3170.7,Shipped,Medium
1598,10197_13,ON72,ON62,CU54,10197,41,110.60000000000001,13,4534.6,Shipped,Medium
1599,10208_7,ON132,ON62,CU31,10208,35,122.88999999999999,7,4301.15,Shipped,Medium
1600,10221_1,ON265,ON62,CU57,10221,49,138.87,1,6804.63,Shipped,Medium
1601,10232_4,ON266,ON62,CU60,10232,46,122.88999999999999,4,5652.94,Shipped,Medium
1602,10248_10,ON75,ON62,CU1,10248,48,145.01,10,6960.48,Cancelled,Medium
1603,10261_8,ON76,ON62,CU44,10261,36,125.35000000000001,8,4512.6,Shipped,Medium
1604,10273_11,ON77,ON62,CU57,10273,22,126.58000000000001,11,2784.76,Shipped,Small
1605,10283_13,ON78,ON62,CU58,10283,42,126.58,13,5316.36,Shipped,Medium
1606,10293_2,ON138,ON62,CU37,10293,21,140.09,2,2941.89,Shipped,Small
1607,10306_7,ON139,ON62,CU78,10306,29,110.60000000000001,7,3207.4,Shipped,Medium
1608,10315_6,ON283,ON62,CU15,10315,35,120.43,6,4215.05,Shipped,Medium
1609,10326_4,ON268,ON62,CU25,10326,41,105.69,4,4333.29,Shipped,Medium
1610,10337_4,ON83,ON62,CU28,10337,29,71.97,4,2087.13,Shipped,Small
1611,10350_7,ON84,ON62,CU24,10350,34,50.33,7,1711.22,Shipped,Small
1612,10372_8,ON155,ON62,CU36,10372,37,105.69000000000001,8,3910.53,Shipped,Medium
1613,10384_3,ON87,ON62,CU5,10384,28,80.53999999999999,3,2255.12,Shipped,Small
1614,10396_6,ON161,ON62,CU40,10396,49,116.75,6,5720.75,Shipped,Medium
1615,10414_10,ON90,ON62,CU59,10414,23,145.01,10,3335.23,On Hold,Medium
1616,10101_2,ON247,ON63,CU73,10101,46,53.76,2,2472.96,Shipped,Small
1617,10110_2,ON211,ON63,CU78,10110,39,44.35,2,1729.65,Shipped,Small
1618,10124_1,ON238,ON63,CU85,10124,22,45.25,1,995.5,Shipped,Small
1619,10149_6,ON197,ON63,CU83,10149,49,49.279999999999994,6,2414.72,Shipped,Small
1620,10162_4,ON198,ON63,CU5,10162,43,36.29,4,1560.47,Shipped,Small
1621,10173_8,ON199,ON63,CU87,10173,27,41.22,8,1112.94,Shipped,Small
1622,10182_5,ON200,ON63,CU40,10182,31,36.74,5,1138.94,Shipped,Small
1623,10193_9,ON201,ON63,CU88,10193,20,50.62,9,1012.4,Shipped,Small
1624,10205_4,ON202,ON63,CU24,10205,24,38.08,4,913.92,Shipped,Small
1625,10214_2,ON239,ON63,CU26,10214,49,47.94,2,2349.06,Shipped,Small
1626,10227_5,ON203,ON63,CU31,10227,24,48.379999999999995,5,1161.12,Shipped,Small
1627,10244_9,ON204,ON63,CU24,10244,39,45.25,9,1764.75,Shipped,Small
1628,10255_2,ON255,ON63,CU84,10255,37,45.7,2,1690.9,Shipped,Small
1629,10280_11,ON42,ON63,CU37,10280,45,47.49,11,2137.05,Shipped,Small
1630,10289_4,ON206,ON63,CU8,10289,45,48.379999999999995,4,2177.1,Shipped,Small
1631,10304_15,ON44,ON63,CU39,10304,44,39.42,15,1734.48,Shipped,Small
1632,10312_12,ON45,ON63,CU40,10312,23,37.63,12,865.49,Shipped,Small
1633,10322_4,ON46,ON63,CU41,10322,30,116.67,4,3500.1,Shipped,Medium
1634,10332_10,ON207,ON63,CU78,10332,26,85.52,10,2223.52,Shipped,Small
1635,10345_1,ON288,ON63,CU47,10345,43,53.76,1,2311.68,Shipped,Small
1636,10356_7,ON189,ON63,CU3,10356,26,31.86,7,828.36,Shipped,Small
1637,10367_12,ON220,ON63,CU4,10367,28,30.59,12,856.52,Resolved,Small
1638,10380_5,ON209,ON63,CU24,10380,27,68.35000000000001,5,1845.45,Shipped,Small
1639,10391_1,ON52,ON63,CU43,10391,24,168.42,1,4042.08,Shipped,Medium
1640,10421_2,ON256,ON63,CU40,10421,40,45.7,2,1828.0,In Process,Small
1641,10103_1,ON27,ON64,CU18,10103,36,102.23,1,3680.28,Shipped,Medium
1642,10114_5,ON91,ON64,CU63,10114,21,139.29000000000002,5,2925.09,Shipped,Small
1643,10126_1,ON29,ON64,CU26,10126,27,126.51,1,3415.77,Shipped,Medium
1644,10140_1,ON30,ON64,CU6,10140,47,108.62,1,5105.14,Shipped,Medium
1645,10151_8,ON165,ON64,CU61,10151,42,121.4,8,5098.8,Shipped,Medium
1646,10165_17,ON128,ON64,CU27,10165,32,145.68,17,4661.76,Shipped,Medium
1647,10175_6,ON93,ON64,CU50,10175,28,106.07000000000001,6,2969.96,Shipped,Small
1648,10184_11,ON166,ON64,CU82,10184,24,145.68,11,3496.32,Shipped,Medium
1649,10194_1,ON35,ON64,CU31,10194,49,117.57000000000001,1,5760.93,Shipped,Medium
1650,10207_12,ON94,ON64,CU65,10207,46,148.24,12,6819.04,Shipped,Medium
1651,10217_1,ON95,ON64,CU66,10217,28,112.46000000000001,1,3148.88,Shipped,Medium
1652,10229_6,ON96,ON64,CU40,10229,48,118.83999999999999,6,5704.32,Shipped,Medium
1653,10246_10,ON169,ON64,CU24,10246,29,121.39999999999999,10,3520.6,Shipped,Medium
1654,10259_9,ON97,ON64,CU66,10259,47,112.46,9,5285.62,Shipped,Medium
1655,10271_10,ON170,ON64,CU40,10271,43,130.35,10,5605.05,Shipped,Medium
1656,10281_6,ON98,ON64,CU19,10281,25,111.18,6,2779.5,Shipped,Small
1657,10291_1,ON43,ON64,CU38,10291,48,112.46,1,5398.08,Shipped,Medium
1658,10305_10,ON99,ON64,CU16,10305,24,132.9,10,3189.6,Shipped,Medium
1659,10313_4,ON100,ON64,CU32,10313,42,132.9,4,5581.8,Shipped,Medium
1660,10324_2,ON153,ON64,CU12,10324,31,123.24,2,3820.44,Shipped,Medium
1661,10334_5,ON101,ON64,CU25,10334,42,131.62,5,5528.04,On Hold,Medium
1662,10348_1,ON142,ON64,CU26,10348,37,161.66,1,5981.42,Shipped,Medium
1663,10358_7,ON154,ON64,CU24,10358,41,138.64999999999998,7,5684.65,Shipped,Medium
1664,10371_5,ON143,ON64,CU40,10371,20,172.47,5,3449.4,Shipped,Medium
1665,10382_3,ON144,ON64,CU40,10382,20,132.72,3,2654.4,Shipped,Small
1666,10412_10,ON172,ON64,CU24,10412,70,121.4,10,8498.0,Shipped,Large
1667,10425_9,ON103,ON64,CU15,10425,49,112.46,9,5510.54,In Process,Medium
1668,10108_15,ON104,ON65,CU67,10108,35,58.87,15,2060.45,Shipped,Small
1669,10121_2,ON2,ON65,CU2,10121,32,76.88,2,2460.16,Shipped,Small
1670,10135_16,ON106,ON65,CU40,10135,29,61.64,16,1787.56,Shipped,Small
1671,10145_3,ON4,ON65,CU4,10145,27,60.95,3,1645.65,Shipped,Small
1672,10159_11,ON5,ON65,CU5,10159,27,80.33999999999999,11,2169.18,Shipped,Small
1673,10169_11,ON108,ON65,CU43,10169,38,74.11,11,2816.18,Shipped,Small
1674,10180_6,ON7,ON65,CU7,10180,35,72.03,6,2521.05,Shipped,Small
1675,10190_3,ON289,ON65,CU24,10190,42,76.19,3,3199.98,Shipped,Medium
1676,10211_11,ON10,ON65,CU10,10211,21,63.71999999999999,11,1338.12,Shipped,Small
1677,10224_4,ON149,ON65,CU7,10224,37,80.34,4,2972.58,Shipped,Small
1678,10237_4,ON12,ON65,CU12,10237,26,79.65,4,2070.9,Shipped,Small
1679,10252_8,ON269,ON65,CU10,10252,47,65.8,8,3092.6,Shipped,Medium
1680,10264_6,ON276,ON65,CU59,10264,37,65.1,6,2408.7,Shipped,Small
1681,10276_12,ON116,ON65,CU72,10276,46,75.49,12,3472.54,Shipped,Medium
1682,10285_3,ON16,ON65,CU16,10285,38,59.56,3,2263.28,Shipped,Small
1683,10299_6,ON17,ON65,CU17,10299,33,66.49000000000001,6,2194.17,Shipped,Small
1684,10309_2,ON18,ON65,CU18,10309,24,56.1,2,1346.4,Shipped,Small
1685,10319_7,ON150,ON65,CU80,10319,31,81.73,7,2533.63,Shipped,Small
1686,10330_1,ON273,ON65,CU67,10330,42,81.03,1,3403.26,Shipped,Medium
1687,10341_6,ON21,ON65,CU20,10341,32,103.35,6,3307.2,Shipped,Medium
1688,10355_3,ON274,ON65,CU24,10355,41,70.65,3,2896.65,Shipped,Small
1689,10363_14,ON121,ON65,CU74,10363,43,61.23,14,2632.89,Shipped,Small
